Seed,Task ID,Visual,Load,Medical,Personnel,t_opt,t_eff,t_ineff
10,40,True,150,1,1,30.0,48.0,96.0
10,41,True,200,2,1,22.0,39.0,60.0
10,42,False,300,1,2,17.0,28.0,55.0
10,43,True,100,3,0,10.0,22.0,32.0
10,44,False,200,0,3,28.0,55.0,74.0
10,45,True,150,1,1,21.0,45.0,62.0
10,46,True,100,3,0,9.0,26.0,117.0
10,47,False,400,0,3,34.0,51.0,93.0
10,48,True,150,1,1,29.0,43.0,97.0
10,49,True,200,2,1,18.0,45.0,68.0
10,50,False,300,1,2,11.0,33.0,55.0
10,51,True,100,3,0,13.0,22.0,48.0
10,52,False,200,0,3,33.0,51.0,70.0
10,53,True,150,1,1,25.0,46.0,67.0
10,54,True,100,3,0,14.0,30.0,122.0
10,55,False,400,0,3,31.0,55.0,85.0
10,56,True,150,1,1,30.0,50.0,104.0
10,57,True,150,1,1,29.0,44.0,60.0
10,58,True,100,3,0,9.0,21.0,121.0
10,59,False,400,0,3,30.0,47.0,96.0
10,60,True,150,1,1,26.0,46.0,99.0
11,1,True,200,2,1,22.0,38.0,56.0
11,2,False,300,1,2,16.0,34.0,44.0
11,3,True,100,3,0,6.0,25.0,43.0
11,4,False,200,0,3,29.0,52.0,69.0
11,5,True,150,1,1,24.0,45.0,55.0
11,6,True,100,3,0,5.0,21.0,128.0
11,7,False,400,0,3,30.0,53.0,97.0
11,8,True,150,1,1,21.0,49.0,94.0
11,9,True,200,2,1,17.0,41.0,53.0
11,10,False,300,1,2,11.0,29.0,45.0
11,11,True,100,3,0,11.0,30.0,42.0
11,12,False,200,0,3,28.0,55.0,72.0
11,13,True,150,1,1,30.0,48.0,63.0
11,14,True,100,3,0,11.0,25.0,113.0
11,15,False,400,0,3,35.0,55.0,95.0
11,16,True,150,1,1,24.0,45.0,105.0
11,17,True,150,1,1,28.0,44.0,63.0
11,18,True,100,3,0,14.0,28.0,119.0
11,19,False,400,0,3,30.0,53.0,82.0
11,20,True,150,1,1,21.0,40.0,104.0
11,21,True,200,2,1,21.0,44.0,54.0
11,22,False,300,1,2,15.0,26.0,49.0
11,23,True,100,3,0,15.0,24.0,37.0
11,24,False,200,0,3,35.0,50.0,63.0
11,25,True,150,1,1,24.0,49.0,59.0
11,26,True,100,3,0,10.0,27.0,128.0
11,27,False,400,0,3,32.0,55.0,97.0
11,28,True,150,1,1,26.0,47.0,93.0
11,29,True,200,2,1,15.0,45.0,56.0
11,30,False,300,1,2,12.0,26.0,55.0
11,31,True,100,3,0,15.0,23.0,46.0
11,32,False,200,0,3,27.0,52.0,70.0
11,33,True,150,1,1,28.0,47.0,57.0
11,34,True,100,3,0,8.0,26.0,119.0
11,35,False,400,0,3,26.0,46.0,96.0
11,36,True,150,1,1,24.0,43.0,94.0
11,37,True,150,1,1,27.0,41.0,64.0
11,38,True,100,3,0,9.0,25.0,120.0
11,39,False,400,0,3,32.0,53.0,93.0
11,40,True,150,1,1,24.0,41.0,105.0
11,41,True,200,2,1,15.0,39.0,61.0
11,42,False,300,1,2,20.0,32.0,48.0
11,43,True,100,3,0,11.0,28.0,42.0
11,44,False,200,0,3,25.0,45.0,76.0
11,45,True,150,1,1,27.0,45.0,55.0
11,46,True,100,3,0,12.0,25.0,115.0
11,47,False,400,0,3,29.0,52.0,88.0
11,48,True,150,1,1,22.0,40.0,102.0
11,49,True,200,2,1,17.0,45.0,67.0
11,50,False,300,1,2,12.0,30.0,55.0
11,51,True,100,3,0,9.0,26.0,48.0
11,52,False,200,0,3,31.0,48.0,71.0
11,53,True,150,1,1,20.0,44.0,57.0
11,54,True,100,3,0,12.0,30.0,122.0
11,55,False,400,0,3,26.0,47.0,88.0
11,56,True,150,1,1,23.0,47.0,106.0
11,57,True,150,1,1,23.0,50.0,66.0
11,58,True,100,3,0,12.0,22.0,114.0
11,59,False,400,0,3,32.0,49.0,93.0
11,60,True,150,1,1,27.0,40.0,93.0
12,1,True,200,2,1,23.0,44.0,58.0
12,2,False,300,1,2,19.0,31.0,58.0
12,3,True,100,3,0,13.0,21.0,43.0
12,4,False,200,0,3,30.0,46.0,76.0
12,5,True,150,1,1,22.0,46.0,58.0
12,6,True,100,3,0,11.0,29.0,121.0
12,7,False,400,0,3,26.0,46.0,89.0
12,8,True,150,1,1,24.0,46.0,94.0
12,9,True,200,2,1,25.0,38.0,58.0
12,10,False,300,1,2,11.0,27.0,45.0
12,11,True,100,3,0,12.0,22.0,34.0
12,12,False,200,0,3,35.0,50.0,64.0
12,13,True,150,1,1,29.0,45.0,57.0
12,14,True,100,3,0,14.0,22.0,122.0
12,15,False,400,0,3,31.0,55.0,87.0
12,16,True,150,1,1,22.0,46.0,104.0
12,17,True,150,1,1,23.0,43.0,60.0
12,18,True,100,3,0,14.0,24.0,124.0
12,19,False,400,0,3,30.0,54.0,88.0
12,20,True,150,1,1,29.0,50.0,107.0
12,21,True,200,2,1,16.0,45.0,64.0
12,22,False,300,1,2,17.0,30.0,51.0
12,23,True,100,3,0,15.0,23.0,37.0
12,24,False,200,0,3,31.0,52.0,77.0
12,25,True,150,1,1,22.0,47.0,59.0
12,26,True,100,3,0,6.0,25.0,115.0
12,27,False,400,0,3,26.0,51.0,82.0
12,28,True,150,1,1,22.0,47.0,96.0
12,29,True,200,2,1,25.0,45.0,58.0
12,30,False,300,1,2,19.0,33.0,45.0
12,31,True,100,3,0,12.0,29.0,40.0
12,32,False,200,0,3,25.0,51.0,62.0
12,33,True,150,1,1,25.0,48.0,59.0
12,34,True,100,3,0,10.0,29.0,128.0
12,35,False,400,0,3,30.0,46.0,98.0
12,36,True,150,1,1,21.0,46.0,101.0
12,37,True,150,1,1,27.0,41.0,68.0
12,38,True,100,3,0,10.0,21.0,122.0
12,39,False,400,0,3,32.0,53.0,83.0
12,40,True,150,1,1,24.0,41.0,94.0
12,41,True,200,2,1,25.0,45.0,63.0
12,42,False,300,1,2,15.0,34.0,44.0
12,43,True,100,3,0,7.0,27.0,43.0
12,44,False,200,0,3,25.0,52.0,64.0
12,45,True,150,1,1,30.0,40.0,55.0
12,46,True,100,3,0,11.0,26.0,116.0
12,47,False,400,0,3,33.0,50.0,96.0
12,48,True,150,1,1,28.0,46.0,99.0
12,49,True,200,2,1,18.0,44.0,56.0
12,50,False,300,1,2,12.0,31.0,49.0
12,51,True,100,3,0,9.0,28.0,38.0
12,52,False,200,0,3,35.0,54.0,69.0
12,53,True,150,1,1,21.0,41.0,67.0
12,54,True,100,3,0,6.0,22.0,118.0
12,55,False,400,0,3,27.0,45.0,84.0
12,56,True,150,1,1,24.0,49.0,92.0
12,57,True,150,1,1,23.0,42.0,58.0
12,58,True,100,3,0,7.0,23.0,125.0
12,59,False,400,0,3,35.0,49.0,90.0
12,60,True,150,1,1,21.0,44.0,101.0
13,1,True,200,2,1,16.0,44.0,66.0
13,2,False,300,1,2,17.0,35.0,52.0
13,3,True,100,3,0,15.0,28.0,38.0
13,4,False,200,0,3,32.0,54.0,75.0
13,5,True,150,1,1,23.0,42.0,61.0
13,6,True,100,3,0,7.0,25.0,127.0
13,7,False,400,0,3,34.0,53.0,86.0
13,8,True,150,1,1,24.0,47.0,104.0
13,9,True,200,2,1,22.0,38.0,64.0
13,10,False,300,1,2,12.0,25.0,54.0
13,11,True,100,3,0,7.0,30.0,40.0
13,12,False,200,0,3,25.0,47.0,69.0
13,13,True,150,1,1,29.0,50.0,60.0
13,14,True,100,3,0,12.0,22.0,114.0
13,15,False,400,0,3,35.0,53.0,84.0
13,16,True,150,1,1,29.0,47.0,93.0
13,17,True,150,1,1,27.0,43.0,53.0
13,18,True,100,3,0,15.0,28.0,126.0
13,19,False,400,0,3,32.0,51.0,91.0
13,20,True,150,1,1,25.0,49.0,96.0
13,21,True,200,2,1,21.0,40.0,58.0
13,22,False,300,1,2,20.0,26.0,46.0
13,23,True,100,3,0,5.0,21.0,40.0
13,24,False,200,0,3,31.0,47.0,76.0
13,25,True,150,1,1,21.0,47.0,66.0
13,26,True,100,3,0,10.0,29.0,118.0
13,27,False,400,0,3,31.0,46.0,85.0
13,28,True,150,1,1,30.0,48.0,108.0
13,29,True,200,2,1,19.0,38.0,58.0
13,30,False,300,1,2,17.0,30.0,50.0
13,31,True,100,3,0,13.0,30.0,42.0
13,32,False,200,0,3,25.0,45.0,77.0
13,33,True,150,1,1,20.0,50.0,61.0
13,34,True,100,3,0,6.0,24.0,122.0
13,35,False,400,0,3,29.0,54.0,95.0
13,36,True,150,1,1,30.0,47.0,104.0
13,37,True,150,1,1,30.0,42.0,64.0
13,38,True,100,3,0,8.0,28.0,113.0
13,39,False,400,0,3,34.0,51.0,97.0
13,40,True,150,1,1,30.0,46.0,99.0
13,41,True,200,2,1,18.0,37.0,64.0
13,42,False,300,1,2,19.0,27.0,43.0
13,43,True,100,3,0,14.0,28.0,42.0
13,44,False,200,0,3,30.0,50.0,76.0
13,45,True,150,1,1,22.0,45.0,65.0
13,46,True,100,3,0,15.0,27.0,117.0
13,47,False,400,0,3,33.0,46.0,90.0
13,48,True,150,1,1,21.0,41.0,101.0
13,49,True,200,2,1,22.0,37.0,55.0
13,50,False,300,1,2,18.0,29.0,55.0
13,51,True,100,3,0,14.0,23.0,38.0
13,52,False,200,0,3,29.0,54.0,73.0
13,53,True,150,1,1,28.0,40.0,54.0
13,54,True,100,3,0,10.0,24.0,122.0
13,55,False,400,0,3,30.0,46.0,84.0
13,56,True,150,1,1,30.0,49.0,95.0
13,57,True,150,1,1,29.0,41.0,68.0
13,58,True,100,3,0,5.0,21.0,113.0
13,59,False,400,0,3,33.0,47.0,98.0
13,60,True,150,1,1,22.0,41.0,104.0
14,1,True,200,2,1,24.0,40.0,61.0
14,2,False,300,1,2,12.0,30.0,47.0
14,3,True,100,3,0,8.0,20.0,42.0
14,4,False,200,0,3,28.0,45.0,66.0
14,5,True,150,1,1,26.0,49.0,59.0
14,6,True,100,3,0,14.0,20.0,123.0
14,7,False,400,0,3,29.0,46.0,86.0
14,8,True,150,1,1,30.0,44.0,93.0
14,9,True,200,2,1,16.0,44.0,60.0
14,10,False,300,1,2,20.0,31.0,48.0
14,11,True,100,3,0,13.0,29.0,44.0
14,12,False,200,0,3,28.0,52.0,70.0
14,13,True,150,1,1,24.0,44.0,54.0
14,14,True,100,3,0,6.0,26.0,121.0
14,15,False,400,0,3,29.0,48.0,95.0
14,16,True,150,1,1,27.0,48.0,108.0
14,17,True,150,1,1,29.0,50.0,60.0
14,18,True,100,3,0,9.0,28.0,126.0
14,19,False,400,0,3,26.0,46.0,87.0
14,20,True,150,1,1,29.0,42.0,92.0
14,21,True,200,2,1,22.0,39.0,68.0
14,22,False,300,1,2,20.0,26.0,55.0
14,23,True,100,3,0,6.0,20.0,44.0
14,24,False,200,0,3,31.0,48.0,78.0
14,25,True,150,1,1,28.0,44.0,60.0
14,26,True,100,3,0,6.0,25.0,126.0
14,27,False,400,0,3,31.0,53.0,82.0
14,28,True,150,1,1,21.0,50.0,101.0
14,29,True,200,2,1,17.0,38.0,56.0
14,30,False,300,1,2,18.0,28.0,42.0
14,31,True,100,3,0,13.0,26.0,40.0
14,32,False,200,0,3,25.0,47.0,67.0
14,33,True,150,1,1,23.0,42.0,64.0
14,34,True,100,3,0,6.0,20.0,117.0
14,35,False,400,0,3,27.0,52.0,85.0
14,36,True,150,1,1,26.0,43.0,107.0
14,37,True,150,1,1,29.0,43.0,63.0
14,38,True,100,3,0,11.0,30.0,126.0
14,39,False,400,0,3,32.0,54.0,83.0
14,40,True,150,1,1,25.0,44.0,94.0
14,41,True,200,2,1,21.0,35.0,66.0
14,42,False,300,1,2,20.0,32.0,49.0
14,43,True,100,3,0,9.0,26.0,42.0
14,44,False,200,0,3,27.0,49.0,69.0
14,45,True,150,1,1,20.0,42.0,60.0
14,46,True,100,3,0,7.0,20.0,127.0
14,47,False,400,0,3,27.0,48.0,95.0
14,48,True,150,1,1,29.0,50.0,94.0
14,49,True,200,2,1,18.0,36.0,52.0
14,50,False,300,1,2,20.0,32.0,52.0
14,51,True,100,3,0,7.0,27.0,44.0
14,52,False,200,0,3,35.0,55.0,68.0
14,53,True,150,1,1,25.0,43.0,57.0
14,54,True,100,3,0,9.0,27.0,115.0
14,55,False,400,0,3,31.0,53.0,97.0
14,56,True,150,1,1,23.0,50.0,106.0
14,57,True,150,1,1,28.0,43.0,65.0
14,58,True,100,3,0,10.0,22.0,116.0
14,59,False,400,0,3,32.0,51.0,83.0
14,60,True,150,1,1,21.0,48.0,102.0
15,1,True,200,2,1,22.0,42.0,60.0
15,2,False,300,1,2,14.0,35.0,45.0
15,3,True,100,3,0,9.0,25.0,46.0
15,4,False,200,0,3,26.0,55.0,65.0
15,5,True,150,1,1,23.0,50.0,60.0
15,6,True,100,3,0,5.0,23.0,119.0
15,7,False,400,0,3,25.0,49.0,82.0
15,8,True,150,1,1,25.0,48.0,98.0
15,9,True,200,2,1,23.0,43.0,66.0
15,10,False,300,1,2,11.0,27.0,46.0
15,11,True,100,3,0,9.0,26.0,39.0
15,12,False,200,0,3,26.0,45.0,64.0
15,13,True,150,1,1,29.0,46.0,61.0
15,14,True,100,3,0,11.0,25.0,127.0
15,15,False,400,0,3,26.0,54.0,87.0
15,16,True,150,1,1,20.0,44.0,94.0
15,17,True,150,1,1,25.0,41.0,56.0
15,18,True,100,3,0,11.0,28.0,120.0
15,19,False,400,0,3,35.0,47.0,92.0
15,20,True,150,1,1,26.0,41.0,101.0
15,21,True,200,2,1,25.0,41.0,55.0
15,22,False,300,1,2,16.0,32.0,54.0
15,23,True,100,3,0,6.0,23.0,41.0
15,24,False,200,0,3,27.0,55.0,71.0
15,25,True,150,1,1,27.0,47.0,63.0
15,26,True,100,3,0,13.0,20.0,123.0
15,27,False,400,0,3,26.0,48.0,85.0
15,28,True,150,1,1,27.0,41.0,96.0
15,29,True,200,2,1,24.0,40.0,63.0
15,30,False,300,1,2,12.0,28.0,46.0
15,31,True,100,3,0,9.0,23.0,38.0
15,32,False,200,0,3,33.0,45.0,68.0
15,33,True,150,1,1,29.0,44.0,61.0
15,34,True,100,3,0,10.0,22.0,122.0
15,35,False,400,0,3,30.0,54.0,93.0
15,36,True,150,1,1,23.0,40.0,101.0
15,37,True,150,1,1,26.0,49.0,64.0
15,38,True,100,3,0,13.0,20.0,123.0
15,39,False,400,0,3,29.0,47.0,89.0
15,40,True,150,1,1,24.0,48.0,93.0
15,41,True,200,2,1,22.0,45.0,67.0
15,42,False,300,1,2,10.0,30.0,48.0
15,43,True,100,3,0,11.0,30.0,40.0
15,44,False,200,0,3,32.0,50.0,71.0
15,45,True,150,1,1,25.0,46.0,56.0
15,46,True,100,3,0,6.0,25.0,121.0
15,47,False,400,0,3,32.0,47.0,82.0
15,48,True,150,1,1,30.0,49.0,94.0
15,49,True,200,2,1,21.0,38.0,58.0
15,50,False,300,1,2,13.0,33.0,53.0
15,51,True,100,3,0,9.0,30.0,48.0
15,52,False,200,0,3,33.0,53.0,72.0
15,53,True,150,1,1,28.0,45.0,57.0
15,54,True,100,3,0,13.0,24.0,127.0
15,55,False,400,0,3,25.0,52.0,87.0
15,56,True,150,1,1,24.0,44.0,102.0
15,57,True,150,1,1,30.0,40.0,55.0
15,58,True,100,3,0,8.0,28.0,118.0
15,59,False,400,0,3,33.0,54.0,86.0
15,60,True,150,1,1,23.0,49.0,103.0
16,1,True,200,2,1,21.0,39.0,54.0
16,2,False,300,1,2,12.0,30.0,49.0
16,3,True,100,3,0,15.0,21.0,35.0
16,4,False,200,0,3,26.0,46.0,78.0
16,5,True,150,1,1,20.0,46.0,58.0
16,6,True,100,3,0,15.0,28.0,125.0
16,7,False,400,0,3,34.0,55.0,94.0
16,8,True,150,1,1,20.0,50.0,97.0
16,9,True,200,2,1,22.0,39.0,61.0
16,10,False,300,1,2,18.0,26.0,58.0
16,11,True,100,3,0,12.0,29.0,39.0
16,12,False,200,0,3,29.0,49.0,73.0
16,13,True,150,1,1,21.0,50.0,68.0
16,14,True,100,3,0,6.0,24.0,122.0
16,15,False,400,0,3,31.0,46.0,93.0
16,16,True,150,1,1,30.0,47.0,97.0
16,17,True,150,1,1,27.0,48.0,58.0
16,18,True,100,3,0,11.0,25.0,112.0
16,19,False,400,0,3,28.0,55.0,84.0
16,20,True,150,1,1,22.0,50.0,104.0
16,21,True,200,2,1,17.0,42.0,64.0
16,22,False,300,1,2,13.0,29.0,49.0
16,23,True,100,3,0,11.0,30.0,47.0
16,24,False,200,0,3,31.0,46.0,65.0
16,25,True,150,1,1,23.0,50.0,66.0
16,26,True,100,3,0,5.0,21.0,117.0
16,27,False,400,0,3,27.0,45.0,98.0
16,28,True,150,1,1,25.0,41.0,104.0
16,29,True,200,2,1,17.0,45.0,55.0
16,30,False,300,1,2,14.0,34.0,44.0
16,31,True,100,3,0,13.0,24.0,38.0
16,32,False,200,0,3,28.0,50.0,76.0
16,33,True,150,1,1,27.0,44.0,65.0
16,34,True,100,3,0,11.0,30.0,126.0
16,35,False,400,0,3,32.0,51.0,85.0
16,36,True,150,1,1,28.0,47.0,102.0
16,37,True,150,1,1,21.0,49.0,59.0
16,38,True,100,3,0,5.0,25.0,117.0
16,39,False,400,0,3,29.0,50.0,90.0
16,40,True,150,1,1,20.0,48.0,98.0
16,41,True,200,2,1,18.0,39.0,61.0
16,42,False,300,1,2,17.0,34.0,44.0
16,43,True,100,3,0,6.0,30.0,40.0
16,44,False,200,0,3,27.0,49.0,66.0
16,45,True,150,1,1,26.0,44.0,64.0
16,46,True,100,3,0,8.0,26.0,121.0
16,47,False,400,0,3,33.0,47.0,95.0
16,48,True,150,1,1,26.0,43.0,102.0
16,49,True,200,2,1,25.0,39.0,66.0
16,50,False,300,1,2,16.0,29.0,44.0
16,51,True,100,3,0,7.0,28.0,46.0
16,52,False,200,0,3,32.0,47.0,75.0
16,53,True,150,1,1,29.0,41.0,60.0
16,54,True,100,3,0,11.0,20.0,115.0
16,55,False,400,0,3,28.0,52.0,96.0
16,56,True,150,1,1,22.0,50.0,106.0
16,57,True,150,1,1,27.0,49.0,59.0
16,58,True,100,3,0,8.0,23.0,126.0
16,59,False,400,0,3,33.0,50.0,97.0
16,60,True,150,1,1,23.0,41.0,100.0
17,1,True,200,2,1,19.0,43.0,68.0
17,2,False,300,1,2,16.0,26.0,42.0
17,3,True,100,3,0,10.0,20.0,37.0
17,4,False,200,0,3,29.0,51.0,74.0
17,5,True,150,1,1,23.0,45.0,67.0
17,6,True,100,3,0,12.0,21.0,120.0
17,7,False,400,0,3,26.0,45.0,86.0
17,8,True,150,1,1,21.0,40.0,94.0
17,9,True,200,2,1,21.0,36.0,57.0
17,10,False,300,1,2,20.0,27.0,51.0
17,11,True,100,3,0,6.0,27.0,37.0
17,12,False,200,0,3,30.0,50.0,72.0
17,13,True,150,1,1,25.0,42.0,53.0
17,14,True,100,3,0,12.0,22.0,121.0
17,15,False,400,0,3,30.0,51.0,97.0
17,16,True,150,1,1,25.0,44.0,103.0
17,17,True,150,1,1,23.0,49.0,61.0
17,18,True,100,3,0,9.0,21.0,122.0
17,19,False,400,0,3,28.0,53.0,91.0
17,20,True,150,1,1,25.0,44.0,99.0
17,21,True,200,2,1,20.0,40.0,66.0
17,22,False,300,1,2,19.0,34.0,49.0
17,23,True,100,3,0,12.0,20.0,38.0
17,24,False,200,0,3,26.0,50.0,77.0
17,25,True,150,1,1,25.0,48.0,58.0
17,26,True,100,3,0,12.0,27.0,118.0
17,27,False,400,0,3,31.0,51.0,91.0
17,28,True,150,1,1,30.0,50.0,105.0
17,29,True,200,2,1,23.0,41.0,68.0
17,30,False,300,1,2,20.0,32.0,44.0
17,31,True,100,3,0,10.0,29.0,41.0
17,32,False,200,0,3,32.0,50.0,78.0
17,33,True,150,1,1,27.0,48.0,58.0
17,34,True,100,3,0,10.0,27.0,126.0
17,35,False,400,0,3,26.0,47.0,90.0
17,36,True,150,1,1,27.0,45.0,93.0
17,37,True,150,1,1,20.0,43.0,61.0
17,38,True,100,3,0,7.0,29.0,118.0
17,39,False,400,0,3,29.0,47.0,84.0
17,40,True,150,1,1,22.0,41.0,99.0
17,41,True,200,2,1,23.0,38.0,58.0
17,42,False,300,1,2,20.0,26.0,46.0
17,43,True,100,3,0,13.0,22.0,40.0
17,44,False,200,0,3,32.0,51.0,78.0
17,45,True,150,1,1,26.0,48.0,61.0
17,46,True,100,3,0,5.0,24.0,115.0
17,47,False,400,0,3,27.0,45.0,84.0
17,48,True,150,1,1,23.0,46.0,101.0
17,49,True,200,2,1,24.0,35.0,58.0
17,50,False,300,1,2,10.0,29.0,50.0
17,51,True,100,3,0,8.0,30.0,43.0
17,52,False,200,0,3,27.0,46.0,74.0
17,53,True,150,1,1,28.0,41.0,67.0
17,54,True,100,3,0,13.0,24.0,112.0
17,55,False,400,0,3,28.0,55.0,95.0
17,56,True,150,1,1,27.0,45.0,94.0
17,57,True,150,1,1,20.0,47.0,66.0
17,58,True,100,3,0,8.0,21.0,124.0
17,59,False,400,0,3,27.0,45.0,85.0
17,60,True,150,1,1,28.0,47.0,104.0
18,1,True,200,2,1,22.0,44.0,54.0
18,2,False,300,1,2,11.0,27.0,55.0
18,3,True,100,3,0,10.0,27.0,37.0
18,4,False,200,0,3,32.0,46.0,76.0
18,5,True,150,1,1,24.0,41.0,56.0
18,6,True,100,3,0,15.0,23.0,119.0
18,7,False,400,0,3,35.0,46.0,96.0
18,8,True,150,1,1,28.0,44.0,103.0
18,9,True,200,2,1,24.0,38.0,55.0
18,10,False,300,1,2,17.0,25.0,52.0
18,11,True,100,3,0,8.0,20.0,32.0
18,12,False,200,0,3,27.0,46.0,69.0
18,13,True,150,1,1,29.0,45.0,60.0
18,14,True,100,3,0,5.0,29.0,113.0
18,15,False,400,0,3,29.0,48.0,91.0
18,16,True,150,1,1,24.0,43.0,99.0
18,17,True,150,1,1,21.0,44.0,54.0
18,18,True,100,3,0,14.0,29.0,121.0
18,19,False,400,0,3,30.0,52.0,92.0
18,20,True,150,1,1,27.0,45.0,93.0
18,21,True,200,2,1,20.0,38.0,59.0
18,22,False,300,1,2,20.0,27.0,44.0
18,23,True,100,3,0,11.0,21.0,35.0
18,24,False,200,0,3,30.0,52.0,68.0
18,25,True,150,1,1,30.0,41.0,57.0
18,26,True,100,3,0,9.0,28.0,121.0
18,27,False,400,0,3,29.0,51.0,88.0
18,28,True,150,1,1,26.0,40.0,92.0
18,29,True,200,2,1,18.0,44.0,56.0
18,30,False,300,1,2,14.0,31.0,43.0
18,31,True,100,3,0,6.0,20.0,32.0
18,32,False,200,0,3,28.0,48.0,63.0
18,33,True,150,1,1,26.0,43.0,68.0
18,34,True,100,3,0,8.0,23.0,121.0
18,35,False,400,0,3,29.0,52.0,89.0
18,36,True,150,1,1,20.0,46.0,92.0
18,37,True,150,1,1,26.0,49.0,66.0
18,38,True,100,3,0,8.0,30.0,120.0
18,39,False,400,0,3,25.0,51.0,92.0
18,40,True,150,1,1,27.0,40.0,94.0
18,41,True,200,2,1,24.0,45.0,56.0
18,42,False,300,1,2,18.0,35.0,54.0
18,43,True,100,3,0,6.0,28.0,43.0
18,44,False,200,0,3,32.0,46.0,74.0
18,45,True,150,1,1,27.0,40.0,58.0
18,46,True,100,3,0,13.0,26.0,117.0
18,47,False,400,0,3,26.0,54.0,97.0
18,48,True,150,1,1,30.0,45.0,105.0
18,49,True,200,2,1,21.0,41.0,57.0
18,50,False,300,1,2,20.0,29.0,57.0
18,51,True,100,3,0,7.0,27.0,45.0
18,52,False,200,0,3,31.0,48.0,67.0
18,53,True,150,1,1,23.0,47.0,65.0
18,54,True,100,3,0,12.0,20.0,115.0
18,55,False,400,0,3,28.0,45.0,95.0
18,56,True,150,1,1,21.0,42.0,98.0
18,57,True,150,1,1,30.0,47.0,68.0
18,58,True,100,3,0,14.0,27.0,128.0
18,59,False,400,0,3,26.0,55.0,92.0
18,60,True,150,1,1,23.0,40.0,102.0
19,1,True,200,2,1,18.0,45.0,60.0
19,2,False,300,1,2,11.0,25.0,56.0
19,3,True,100,3,0,14.0,20.0,47.0
19,4,False,200,0,3,29.0,48.0,63.0
19,5,True,150,1,1,21.0,50.0,64.0
19,6,True,100,3,0,7.0,23.0,114.0
19,7,False,400,0,3,35.0,54.0,90.0
19,8,True,150,1,1,25.0,43.0,93.0
19,9,True,200,2,1,15.0,39.0,58.0
19,10,False,300,1,2,11.0,29.0,50.0
19,11,True,100,3,0,13.0,23.0,33.0
19,12,False,200,0,3,31.0,54.0,64.0
19,13,True,150,1,1,22.0,42.0,66.0
19,14,True,100,3,0,6.0,26.0,124.0
19,15,False,400,0,3,35.0,46.0,84.0
19,16,True,150,1,1,23.0,43.0,96.0
19,17,True,150,1,1,20.0,42.0,64.0
19,18,True,100,3,0,10.0,24.0,128.0
19,19,False,400,0,3,32.0,54.0,97.0
19,20,True,150,1,1,25.0,41.0,97.0
19,21,True,200,2,1,22.0,38.0,63.0
19,22,False,300,1,2,15.0,32.0,49.0
19,23,True,100,3,0,10.0,28.0,41.0
19,24,False,200,0,3,31.0,55.0,72.0
19,25,True,150,1,1,27.0,45.0,55.0
19,26,True,100,3,0,13.0,24.0,117.0
19,27,False,400,0,3,29.0,50.0,92.0
19,28,True,150,1,1,30.0,46.0,94.0
19,29,True,200,2,1,21.0,42.0,53.0
19,30,False,300,1,2,14.0,26.0,52.0
19,31,True,100,3,0,9.0,21.0,41.0
19,32,False,200,0,3,33.0,55.0,66.0
19,33,True,150,1,1,28.0,41.0,67.0
19,34,True,100,3,0,6.0,26.0,115.0
19,35,False,400,0,3,27.0,45.0,85.0
19,36,True,150,1,1,26.0,47.0,99.0
19,37,True,150,1,1,20.0,41.0,59.0
19,38,True,100,3,0,8.0,24.0,128.0
19,39,False,400,0,3,28.0,45.0,96.0
19,40,True,150,1,1,22.0,40.0,105.0
19,41,True,200,2,1,19.0,40.0,59.0
19,42,False,300,1,2,15.0,34.0,52.0
19,43,True,100,3,0,8.0,27.0,44.0
19,44,False,200,0,3,34.0,48.0,68.0
19,45,True,150,1,1,26.0,41.0,63.0
19,46,True,100,3,0,14.0,28.0,114.0
19,47,False,400,0,3,29.0,55.0,95.0
19,48,True,150,1,1,28.0,50.0,92.0
19,49,True,200,2,1,20.0,36.0,52.0
19,50,False,300,1,2,16.0,35.0,57.0
19,51,True,100,3,0,12.0,25.0,39.0
19,52,False,200,0,3,28.0,54.0,77.0
19,53,True,150,1,1,23.0,42.0,57.0
19,54,True,100,3,0,13.0,30.0,121.0
19,55,False,400,0,3,27.0,45.0,88.0
19,56,True,150,1,1,29.0,49.0,96.0
19,57,True,150,1,1,23.0,45.0,63.0
19,58,True,100,3,0,9.0,29.0,118.0
19,59,False,400,0,3,31.0,49.0,93.0
19,60,True,150,1,1,27.0,50.0,106.0
20,1,True,200,2,1,23.0,39.0,58.0
20,2,False,300,1,2,14.0,31.0,50.0
20,3,True,100,3,0,6.0,28.0,38.0
20,4,False,200,0,3,29.0,55.0,78.0
20,5,True,150,1,1,24.0,40.0,64.0
20,6,True,100,3,0,9.0,20.0,124.0
20,7,False,400,0,3,28.0,47.0,91.0
20,8,True,150,1,1,29.0,45.0,94.0
20,9,True,200,2,1,20.0,37.0,68.0
20,10,False,300,1,2,12.0,30.0,52.0
20,11,True,100,3,0,13.0,24.0,37.0
20,12,False,200,0,3,33.0,46.0,73.0
20,13,True,150,1,1,26.0,42.0,58.0
20,14,True,100,3,0,13.0,22.0,121.0
20,15,False,400,0,3,33.0,55.0,91.0
20,16,True,150,1,1,24.0,48.0,104.0
20,17,True,150,1,1,29.0,42.0,58.0
20,18,True,100,3,0,10.0,29.0,122.0
20,19,False,400,0,3,34.0,46.0,98.0
20,20,True,150,1,1,29.0,45.0,97.0
